strategy,N,rep,output,rmse,nrmse,r2,mae
random,80,4,i_l_mean,1.5851901021474482,0.04200318454471687,0.8805914937187974,0.8293955141922857
random,80,4,v_out_ripple,0.06360688423512159,0.046808869876828495,0.7936706721672908,0.02970859958151244
random,80,4,i_l_ripple,0.07032344657822365,0.011664935074792642,0.994174457187162,0.018651082470144843
random,80,4,efficiency,0.23577716856541092,0.10109667125219807,0.16405243640549505,0.14320130887862093
random,80,5,v_out_mean,0.9540943752264602,0.010465749090173237,0.9972715355138376,0.6119031330959576
random,80,5,i_l_mean,1.1020889836954286,0.029202331571556026,0.9422827162709243,0.7180804948151751
random,80,5,v_out_ripple,0.15688682251993047,0.11545440323061085,-0.2552367712868737,0.07013960222386655
random,80,5,i_l_ripple,0.07475274855450317,0.012399647642136444,0.9934175065648154,0.027074942657948346
random,80,5,efficiency,0.2004277420977304,0.08593952364413608,0.3959245190056987,0.1282131961727138
random,80,6,v_out_mean,1.1017246932390332,0.012085150594406338,0.9963618399443045,0.6098035936110291
random,80,6,i_l_mean,1.3596620218077489,0.036027309748570185,0.9121514706102012,0.6644424165142411
random,80,6,v_out_ripple,0.05457738215832557,0.04016397926714323,0.8480928835327146,0.022894071388938793
random,80,6,i_l_ripple,0.0820262349728018,0.013606140653574149,0.9920742264681716,0.02349249816508135
random,80,6,efficiency,0.3647731660629194,0.15640764996656428,-1.000881209520526,0.2264862193308586
random,80,7,v_out_mean,0.917059612041281,0.010059503597930319,0.9974792442368265,0.6687264679303908
random,80,7,i_l_mean,1.058234019656384,0.028040295456620346,0.9467847631304628,0.6821602473405963
random,80,7,v_out_ripple,0.053512571083363145,0.03938037535931652,0.8539625119308003,0.025245021376333603
random,80,7,i_l_ripple,0.05149728739602946,0.008542136986053777,0.996876044708153,0.02067237747919376
random,80,7,efficiency,0.23111576328430483,0.09909795118890871,0.19677970069069195,0.14183553599469048
random,80,8,v_out_mean,1.082702661026996,0.011876492183366947,0.996486386050239,0.4757014367654484
random,80,8,i_l_mean,0.9164888818505591,0.024284438557495833,0.9600858428097283,0.46861947605544535
random,80,8,v_out_ripple,0.04472298474851784,0.0329120408705829,0.8979966867077827,0.015012044483618531
random,80,8,i_l_ripple,0.07081378063766845,0.0117462694696025,0.9940929361407984,0.022051001263519797
random,80,8,efficiency,0.21615593707862663,0.0926834682213355,0.2973971976036571,0.133643235642181
random,80,9,v_out_mean,0.7902154931930085,0.008668112184355497,0.9981283410514507,0.5465865901151896
random,80,9,i_l_mean,1.4541536324298046,0.038531077942371685,0.8995168718398632,0.7173303226048661
random,80,9,v_out_ripple,0.056926655226941826,0.04189283014069813,0.8347337955036377,0.0268140561489464
random,80,9,i_l_ripple,0.05200964479373398,0.008627124512549152,0.9968135736947245,0.017013928736887063
random,80,9,efficiency,0.22019964794616617,0.09441733291528348,0.27086359779819613,0.1324269075267797
random,100,0,v_out_mean,0.8425779290136062,0.009242491542706288,0.9978720775725983,0.4882973682835869
random,100,0,i_l_mean,0.8584102203118938,0.022745513519158825,0.9649843396320652,0.4489161918561119
random,100,0,v_out_ripple,0.05211417309351862,0.03835128188414033,0.8614953286910669,0.015097955289385023
random,100,0,i_l_ripple,0.08941429980864539,0.01483163941439798,0.9905821869910832,0.023891751434077266
random,100,0,efficiency,0.21829453822544706,0.09360045886294505,0.2834256146878543,0.1326375007909822
random,100,1,v_out_mean,1.1588186163384715,0.012711431064397097,0.9959749937291545,0.5674584959027599
random,100,1,i_l_mean,1.4449365317732568,0.0382868500864699,0.900786652226374,0.578263076383135
random,100,1,v_out_ripple,0.06370141209070618,0.046878433763583874,0.793056953644713,0.019360718164241304
random,100,1,i_l_ripple,0.0725285338828343,0.012030704977920482,0.99380339375451,0.02117829500595046
random,100,1,efficiency,0.16358841511270344,0.07014353562706788,0.5975790053765846,0.10011976944290431
random,100,2,v_out_mean,0.6696978254450974,0.007346117521843077,0.9986557086261245,0.4309613321861673
random,100,2,i_l_mean,0.7194010820542845,0.019062153094609995,0.9754068173550889,0.4723476830145641
random,100,2,v_out_ripple,0.0335515514285217,0.024690884074403514,0.9425912709409114,0.019922429270124872
random,100,2,i_l_ripple,0.03813082501188438,0.006324968694717608,0.9982872715685734,0.009626320418429956
random,100,2,efficiency,0.20744039652897722,0.08894641368338238,0.35291369532289485,0.12289654414551729
random,100,3,v_out_mean,0.8958178240078559,0.009826496015497288,0.9975946679785105,0.435562714240139
random,100,3,i_l_mean,1.557193762910983,0.04126135843696316,0.8847720400915084,0.6786943607280835
random,100,3,v_out_ripple,0.038975315352884565,0.028682280018900254,0.9225302785661801,0.017855045248705362
random,100,3,i_l_ripple,0.02583737642145073,0.004285787075637016,0.9992136191515334,0.01256753204490499
random,100,3,efficiency,0.18650391215634235,0.07996925575636347,0.47694009254646275,0.1089726015402911
random,100,4,v_out_mean,0.5186968908277667,0.0056897427070229665,0.9991935769665036,0.3512598223308058
